id,frame,q,a,eq,ea
260,10,제물포 조약은 언제 체결되었나요?,1882년 7월 17일에 체결되었네,When was Jemulpo joyak (Treaty of Jemulpo of 1882) signed?,On 17th July 1882.
261,20,제물포 조약의 내용은 무엇인가요?,조선이 일본에 손해 배상금을 지불하고 일본 공사관의 경비병 주둔을 인정했네,What’s contained in Jemulpo joyak (Treaty of Jemulpo of 1882)?,It mentioned that Joseon should pay for damages incurred on Japan and admit the Japanese Legation guards' presence.
262,20,제물포 조약으로 일본 공사관에 경비병을 주둔하는게 왜 문제인가요?,다른나라에 다른나라 군대가 수도에 주둔한다는 것이 매우 위험한 일이지.. 이를 인정한다는 것은 매우 이례적인 일이라네,Why is it a problem to have guards at the Japanese Legation under jemulpo joyak (Treaty of Jemulpo of 1882)?,It is very dangerous to have troops from different countries stationed in the capital. This is a very unusual case.
263,20,조청상민수륙무역장정은 언제 체결되었나요?,1882년 8월 23일 이라네,"When was Joseon sangmin suryuk muyeok jangjeong (Regulations for Maritime and Overland Trade between Korea and China, 1882) signed?",On 23rd August 1882.
264,20,조청상민수륙무역장정의 내용은 무엇인가요?,대표적으로 청 상인의 내지 통상권이 포함되어 있네,"What were included in Joseon sangmin suryuk muyeok jangjeong (Regulations for Maritime and Overland Trade between Korea and China, 1882)?",One very significant right includes Inland Trade Right.
265,20,내지통상권은 무엇인가요?,외국상인이 개항장이 아닌 지역까지 진출을 하면서 내륙지역의 조선 상인들이 피해를 볼 수 있지,What is Inland Trade Right?,"It allows foreign merchants to advance to regions other than the open ports. As a result, Korean merchants in the inland areas could suffer damage."
266,20,당오전이 무엇인가요?,1883년 재정난을 타개하기 위해 발행한 화폐이네 그러나 목표한 화폐가치와 실제 가치에 차이가 생기면서 경제 혼란만 가져왔지,What is Dangojeon (5-jeon coin)?,"It is a currency issued in 1883 to overcome the financial crisis. However, the discrepancy between the target monetary value and the actual value only triggered economic turmoil."
267,30,개화당이 누구인가요?,급진개화파를 일컫는다네,What is Enlightenment Party?,It refers to Radical Reformist Faction.
268,2,수구당이 누구인가요?,온건개화파와 민씨세력을 일컫는다네,What is Conservative Party?,It refers to Moderate Reformist Faction and the Min clan.
269,30,우정총국이 무엇인가요?,근대적 우편 사업을 위해 세운 최초의 우체국이네. 이곳의 책임자로 우정총판에 홍영식을 임명했네,What is Ujeongchongguk (Central Office of the modern Korean Postal Service)?,It is the first post office built for the modern postal business. I appointed Hong Young-sik as its director.
270,50,갑신정변이 일어나기 전 정치적인 상황은 어땠나요?,김옥균이 주도하여 일본으로 부터 차관을 도입하여 했는데 실패했네,What was the political situation like before the onset of Gapsinjeongbyeon (Gapsin Coup of 1884)?,"Kim Ok-gyun took the lead to get loans from Japan, but he failed."
271,20,김옥균의 얼마나 차관도입하려 했나요?,그당시 돈으로 300만원을 도입하려 했다더군,How much loan did Kim Ok-gyun try to get?,"At that time, he tried to gain three million won."
272,32,김옥균은 왜 차관도입을 하려 했나요?,부족한 재정과 정치자금 문제를 해결하려 했다더군,Why did Kim Ok-gyun try to get a loan?,He was trying to subsidize insufficient finances and political funds.
273,32,김옥균의 차관도입은 왜 실패했나요?,수구파의 방해와 일본의 농락으로 17만원만 도입을 했다네,Why was his attempt to get a loan fail?,"He was played into the hands of Japan and faced Conservative Faction's interruption. So, he could only get 170,000won in total."
274,32,갑신정변은 언제 벌어졌나요?,1884년 10월 17일이네 (음력),When did Gapsinjeongbyeon (Gapsin Coup of 1884) happen?,On 17th October 1884.
275,32,양력으로는 갑신정변이 언제 벌어졌나요?,1884년 12월 4일 이네,When did Gapsinjeongbyeon (Gapsin Coup of 1884) happen according to the solar calendar?,On 4th December 1884.
276,32,갑신정변이 일어나게 된 국제적인 상황도 있나요?,청이 청불전쟁으로 조선에 대한 간섭이 약해진 틈을 타 급진개화파가 일본으로 부터 군사지원을 약속 받았다는 군,Is there any international situation that led up to Gapsinjeongbyeon (Gapsin Coup of 1884)?,"As the Sino-French War weakened Qing’s interference with Korea, Radical Reformist Faction received Japan’s promise for military support."
277,24,청불전쟁이 무엇인가요?,베트남 지배권을 두고 청과 프랑스가 벌인 전쟁이네,What is Sino-French War?,It's a war between China and France over dominance in Vietnam.
278,24,청불전쟁으로 어떻게 조선에 대한 간섭이 줄었나요?,"한양에 주둔하던 청군 3,000명 중 1,500명이 베트남으로 파견되었다네",Did the Sino-French War result in reduced interference with Joseon?,"Of the 3,000 Qing army stationed in Hanyang, 1,500 were sent to Vietnam."
279,20,갑신정변은 어떻게 시작되었나요?,개화당이 우정총국 개국 축하연을 이용해 수구당을 살해하면서 시작되었네,How did Gapsinjeongbyeon (Gapsin Coup of 1884) begin?,It started when Enlightenment Party killed Conservative Party members at the opening ceremony of Ujeongchongguk (Central Office of the modern Korean Postal Service).
280,20,개화당 세력은 갑신정변을 어떻게 추진했나요?,군사권과 재정권을 장악하고 개혁정강을 제정하여 발표했네,How did Enlightenment Party propel Gapsinjeongbyeon (Gapsin Coup of 1884)?,They seized military and financial powers and established a reformation platform.
281,25,갑신정변 당시 전하는 어떻게 하셨나요?,개화당이 나와 중전에게 달려와 오히려 정변이 터졌다고 하면서 창덕궁에서 경우궁으로 우리를 이동시켰네,What did you do at the time of Gapsinjeongbyeon (Gapsin Coup of 1884)?,"Enlightenment Party hurried to the empress and me, and they are the ones that told us that the coup has started and relocated us from Changdeokgung palace to Gyeonghwagung palace. "
282,20,개혁정강의 주요 내용은 무엇이 있나요?,"청에 대한 사대관계 청산, 문벌폐지, 인민평등권, 지조법의 개혁, 재정의 일원화, 내각중심의 정치 등이 있네",What was included in the Reformation Platform?,"It included such requests as ending the submissive relationship with Qing, ending the noble pedigree, granting equal rights to people, reforming Land Taxation Law, unifying finance, and implementing cabinet-centered politics."
283,20,개혁정강 14개조에서 지조법의 개혁은 무슨 뜻인가요?,토지세에 해당하는 지조법을 개혁할 것을 주장한 것이네,"Among the 14 provisions in the Reformation Platform, what does Land Taxation Law reform mean?",It literally is a claim on reforming laws that are responsible for land taxation.
284,20,재정의 일원화가 무엇인가요?,당시에는 여러 관청에서 자체적으로 세금을 거둿는데 하나의 관청에서 일괄적으로 세금을 거둘 것을 주장한 것이네,What is the Unification of Finance?,"At that time, several government offices collected their taxes. So, the Unification of Finance is a shift toward making one central office to collect all the taxes."
285,30,갑신정변 당시 재정 담당 부서는 어디인가요?,호조네,Which department was responsible for finance during Gapsinjeongbyeon (Gapsin Coup of 1884)?,It's called Hojo.
286,22,혜상공국은 무엇인가요?,"보부상이 중심이 되어 조직된 상인 조합이네, 특히 혜상공국은 전국의 보부상을 총괄 지배하는 정부기관이지",What is Hyesanggongguk?,It's a merchant union organized around Bobusang (peddler). It’s a government agency that oversees and controls Bobusang (peddler) across the country.
287,28,보부상은 무엇인가요?,등짐을 지고 지역을 오가며 물건을 사고파는 상인을 말하네,What is Bobusang (peddler)?,It refers to merchants who buy and sell goods from place to place while carrying items on their backs.
288,18,갑신정변은 성공했나요? 실패했나요?,3일만에 청군이 개입되어 진압함으로서 실패를 했네,Did Gapsinjeongbyeon (Gapsin Coup of 1884) succeed or did it fail?,The Qing army was involved and it ended in three days.
289,20,갑신정변 직후 상황을 수습하기 위해 조선이 외국과 체결한 조약이 있나요?,일본과 한성 조약을 체결했네,"To mitigate the situation immediately after Gapsinjeongbyeon (Gapsin Coup of 1884), has there been a treaty that Josean signed with foreign countries?",We signed Hanseong joyak (Hanseong Treaty of 1885) with Japan.
290,10,한성조약의 내용은 무엇인가요?,일본 공사관에 대한 배상금을 지불할 것을 포함하였네,What was included in Hanseong joyak (Hanseong Treaty of 1885)?,It included paying compensation for the Japanese Legation.
291,10,갑신정변 직후 한성조약 왜에 체결된 조약이 있나요?,청과 일본인 톈진조약이라는 것을 체결했다네,"Besides Hanseong joyak (Hanseong Treaty of 1885), is there any other treaty signed immediately after Gapsinjeongbyeon (Gapsin Coup of 1884)?",We signed Treaty of Tianjin with Qing and Japan.
292,15,톈진조약의 내용은 무엇인가요?,조선에 변란이나 중대 사건이 일어나 청일 양국 중 한쪽이 파병할 때 상대에게 사실을 알릴것을 포함하고 있네,What was included in Treaty of Tianjin?,It includes informing the other party of the news when either Japan or Qing dispatches troops to Korea due to a disturbance or a major incident.
293,4,톈진조약이 무슨 의미를 갖고 있나요?,10년뒤에 벌어지는 청일전쟁의 원인이 되었네,What significance does Treaty of Tianjin have?,It was the cause of the Sino-Japanese War in 10 years.
